100.0,117.9
200.0,7.8
300.0,4.9
400.0,3.6
500.0,3.1
600.0,4.5
700.0,3.7
800.0,4.6
900.0,3.4
1000.0,2.1
1100.0,3.1
1200.0,2.2
1300.0,2.6
1400.0,2.9
1500.0,3.7
1600.0,3.5
1700.0,2.2
1800.0,1.9
1900.0,1.6
